"编号","源文件","行","组件/函数","控件","显示文字或动态表达式","点击/输入事件","表单提交","外部表单","禁用条件","显示条件","静态处理路径","所属文件问题（不代表此控件已复现）","证据边界"
"CTRL-0853","src/normalized-ui/MemberCardManagementPanel.tsx","123","MemberCardManagementPanel","input","合作依据（仅内部）","{""onChange"":""event=>setForm({...form,cooperationReference:event.target.value})""}","","","","manage && form.kind==='cobrand'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0854","src/normalized-ui/MemberCardManagementPanel.tsx","123","MemberCardManagementPanel","input","合作到期（北京时间）","{""onChange"":""event=>setForm({...form,cooperationValidUntil:event.target.value})""}","","","","manage && form.kind==='cobrand'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0855","src/normalized-ui/MemberCardManagementPanel.tsx","123","MemberCardManagementPanel","input","已核实合作许可和对外表述","{""onChange"":""event=>setForm({...form,cooperationConfirmed:event.target.checked})""}","","","","manage && form.kind==='cobrand'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0856","src/normalized-ui/MemberCardManagementPanel.tsx","124","MemberCardManagementPanel","textarea","顾客申请说明","{""onChange"":""event=>setForm({...form,terms:event.target.value})""}","","","","manage","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0857","src/normalized-ui/MemberCardManagementPanel.tsx","124","MemberCardManagementPanel","button","保存未开放草稿","{""onClick"":""()=>void save()""}","","","","manage","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0858","src/normalized-ui/MemberCardManagementPanel.tsx","125","MemberCardManagementPanel","summary","申请说明","{}","","","","","浏览器原生展开/收起","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0859","src/normalized-ui/MemberCardManagementPanel.tsx","126","MemberCardManagementPanel","button","开放申请","{""onClick"":""()=>void state(project,'open')""}","","","busy","project.status!=='closed'&&project.status!=='open'&&project.created_by_employee_id!==auth.employee.id&&auth.permissions.includes('loyalty.policy.publish')","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0860","src/normalized-ui/MemberCardManagementPanel.tsx","127","MemberCardManagementPanel","button","暂停申请","{""onClick"":""()=>void state(project,'paused')""}","","","busy","project.status==='open'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0861","src/normalized-ui/MemberCardManagementPanel.tsx","127","MemberCardManagementPanel","button","关闭项目","{""onClick"":""()=>void state(project,'closed')""}","","","busy","project.status!=='closed'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0862","src/normalized-ui/MemberCardManagementPanel.tsx","129","MemberCardManagementPanel","button","加载更多卡项目","{""onClick"":""()=>void loadMore('projects')""}","","","busy","manage && projectCursor","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0863","src/normalized-ui/MemberGiftCampaignPanel.tsx","19","Selector","input","`${label}搜索`","{""onChange"":""event=>{generation.current++;setBusy(false);setSearch(event.target.value);setRows([]);setCursor(null)}""}","","","","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0864","src/normalized-ui/MemberGiftCampaignPanel.tsx","19","Selector","button","查找","{""onClick"":""()=>void load()""}","","","busy","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0865","src/normalized-ui/MemberGiftCampaignPanel.tsx","20","Selector","button","{item.name} · 移除","{""onClick"":""()=>onChange(value.filter(v=>v.id!==item.id))""}","","","","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0866","src/normalized-ui/MemberGiftCampaignPanel.tsx","21","Selector","button","{item.name} {item.code}","{""onClick"":""()=>onChange(multiple?value.some(v=>v.id===item.id)?value.filter(v=>v.id!==item.id):[...value,item]:[item])""}","","","","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0867","src/normalized-ui/MemberGiftCampaignPanel.tsx","22","Selector","button","更多 {label}","{""onClick"":""()=>void load(true)""}","","","busy","cursor","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0868","src/normalized-ui/MemberGiftCampaignPanel.tsx","69","MemberGiftCampaignPanel","input","本次操作原因","{""onChange"":""event=>setReason(event.target.value)""}","","","busy","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0869","src/normalized-ui/MemberGiftCampaignPanel.tsx","70","MemberGiftCampaignPanel","summary","新建活动版本","{}","","","","canEdit","浏览器原生展开/收起","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0870","src/normalized-ui/MemberGiftCampaignPanel.tsx","71","MemberGiftCampaignPanel","input","活动编号","{""onChange"":""event=>change('code',event.target.value.toUpperCase())""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0871","src/normalized-ui/MemberGiftCampaignPanel.tsx","71","MemberGiftCampaignPanel","input","活动名称","{""onChange"":""event=>change('name',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0872","src/normalized-ui/MemberGiftCampaignPanel.tsx","72","MemberGiftCampaignPanel","select","免费商品券 固定低价兑换券","{""onChange"":""event=>change('pricingKind',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0873","src/normalized-ui/MemberGiftCampaignPanel.tsx","73","MemberGiftCampaignPanel","NumberInputWithUnit","单份固定兑换价","{""onChange"":""event=>change('fixedPriceMinor',event.target.value)""}","","","","canEdit && form.pricingKind==='fixed_price'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0874","src/normalized-ui/MemberGiftCampaignPanel.tsx","74","MemberGiftCampaignPanel","select","员工选定人群后发放 该卡审核通过后自动赠送","{""onChange"":""event=>change('trigger',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0875","src/normalized-ui/MemberGiftCampaignPanel.tsx","75","MemberGiftCampaignPanel","select","仅按兴趣卡筛选 普通会员及以上 银卡及以上 金卡及以上 黑卡","{""onChange"":""event=>change('minimumTier',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0876","src/normalized-ui/MemberGiftCampaignPanel.tsx","76","MemberGiftCampaignPanel","select","任一符合 全部符合","{""onChange"":""event=>change('cardMatch',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0877","src/normalized-ui/MemberGiftCampaignPanel.tsx","76","MemberGiftCampaignPanel","select","同时符合 任一符合","{""onChange"":""event=>change('tierAndCards',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0878","src/normalized-ui/MemberGiftCampaignPanel.tsx","77","MemberGiftCampaignPanel","NumberInputWithUnit","label","{""onChange"":""event=>change(key,event.target.value)""}","","","","","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0879","src/normalized-ui/MemberGiftCampaignPanel.tsx","78","MemberGiftCampaignPanel","select","北京时间自然日 营业日","{""onChange"":""event=>{change('budgetDateBasis',event.target.value);if(event.target.value==='natural')change('budgetDayStartMinute','0')}""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0880","src/normalized-ui/MemberGiftCampaignPanel.tsx","79","MemberGiftCampaignPanel","NumberInputWithUnit","换日距零点","{""onChange"":""event=>change('budgetDayStartMinute',event.target.value)""}","","","form.budgetDateBasis==='natural'","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0881","src/normalized-ui/MemberGiftCampaignPanel.tsx","80","MemberGiftCampaignPanel","input","发放开始（北京时间）","{""onChange"":""event=>change('availableFrom',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0882","src/normalized-ui/MemberGiftCampaignPanel.tsx","80","MemberGiftCampaignPanel","input","发放截止（北京时间）","{""onChange"":""event=>change('availableUntil',event.target.value)""}","","","","canEdit","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-0883","src/normalized-ui/MemberGiftCampaignPanel.tsx","82","MemberGiftCampaignPanel","Selector","","{""onChange"":""setProjects""}","","","busy","canEdit && form.trigger==='card_entry'","已定义交互事件","","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
