"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/SocialAccountPanel.tsx","16","menuList","api.getEndpoint<{data:MenuItem[]}>(`/api/staff/member-cards/projects/${id}/menu`)","setItems((await api.getEndpoint<{data:MenuItem[]}>(`/api/staff/member-cards/projects/${id}/menu`)).data)","SYS-297、SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialAccountPanel.tsx","17","beginEdit","","setForm({...empty,id:a.id,kind:a.kind,name:a.name,appId:a.app_id,enabled:a.enabled,codeTemplateId:a.code_template_id??'',codeDataKey:a.code_data_key,reminderTemplateId:a.reminder_template_id??'',reminderDataKey:a.reminder_data_key})
setAccountEditorOpen(true)","SYS-297、SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialAccountPanel.tsx","18","beginCreate","","setForm(empty)
setAccountEditorOpen(true)","SYS-297、SYS-299","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialBroadcastPanel.tsx","15","perform","","setBusy(true)
setMessage(e instanceof Error?e.message:'结果未确认，请刷新核对')
setBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialBroadcastPanel.tsx","22","loadAccounts","api.getEndpoint<{data:Account[]}>('/api/staff/social-broadcasts/accounts')","setAccounts(account.data)
setForm(current=>({...current,accountId:pickAccount(account.data,current.accountId)}))","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialBroadcastPanel.tsx","28","load","api.getEndpoint<{data:Broadcast[]}>('/api/staff/social-broadcasts')","setRows(result.data)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/SocialBroadcastPanel.tsx","40","saveDraft","","setMessage(error instanceof Error?error.message:'请选择发送日期和时间')
setMessage('请选择服务号')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","45","change","","setBusy(false)
setResult(null)
setError('')
setForm(current => ({ ...current, [key]: value, ...(key === 'other' ? { maxCoupons: value ? '2' : '1' } : {}) }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","52","loadDrafts","api.getEndpoint<{ data: Draft[] }>('/api/staff/loyalty/stacking-price-drafts')","setBusy(true)
setError('')
setDrafts(response.data)
setError(failure instanceof Error ? failure.message : '草稿读取失败')
setBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","61","openDraft","","setSelected(draft)
setBusy(false)
setError('')
setResult(null)
setNotice('')
setCode(draft.code)
setVersion(draft.version)
setForm(current => ({ ...current, member: draft.policy.allowMemberPrice, bundle: draft.policy.allowBundlePrice, other: draft.policy.allowOtherCoupons, points: draft.policy.allowPoints,upgrade:draft.policy.allowCheckoutUpgrade===true, maxCoupons: String(draft.policy.maxCoupons), order: draft.policy.calculationOrder.join(','), maximum: draft.policy.maximumDiscountMinor === null ? '' : (draft.policy.maximumDiscountMinor / 100).toFixed(2), minimum: (draft.policy.minimumPayableMinor / 100).toFixed(2) }))","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","68","saveDraft","","setSaving(true)
setBusy(false)
setError('')
setNotice('')
setVersion(saved.version)
setDrafts(currentDrafts => [saved, ...currentDrafts.filter(item => item.id !== saved.id)].slice(0, 50))
setSelected(saved)
setNotice(`已保存 ${saved.code} 第${saved.version}版草稿，尚未发布，不改变订单价格。`)
setError(failure instanceof Error ? failure.message : '草稿保存结果未确认，请重试核对')
setSaving(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","86","decide","","setSaving(true)
setError('')
setNotice('')
setSelected(saved)
setDrafts(previous=>previous.map(row=>row.id===saved.id?saved:row))
setNotice('决定已保存；不会改变已发券的原承诺。')
setError(failure instanceof Error?failure.message:'决定结果未确认，请刷新核对')
setSaving(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StackingPricePreviewPanel.tsx","98","preview","api.postEndpoint<Preview>('/api/staff/loyalty/stacking-price-preview', { policy: policy(), scenario: { units: [{ id: 'portion', amountMinor: minor(form.price), costMinor: form.cost === '' ? null : minor(form.cost), bundle: form.bundle }], effects }, })","setBusy(true)
setError('')
setResult(null)
setResult(value)
setError(reason instanceof Error ? reason.message : '试算失败，请重试')
setBusy(false)","SYS-300","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","59","advancePayment","","setPaymentEpoch(generation)
setPaymentQueryBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","100","synchronize","api.loadOnlinePaymentStatus(paymentAction.paymentId, controller.signal)","setPaymentStatus(status)
setError('支付机构已确认本次未成功，可以重新发起收款。')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","154","changeQuantity","","setItemNotes(current => { const next = { ...current } delete next[productId] return next })
setQuantities((current) => { const next = Math.max(0, Math.min(99, (current[productId] ?? 0) + delta)) return { ...current, [productId]: next } })","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","169","submit","api.issueAssistedOrderContext({ tableSessionId: table.activeSession.id })
api.submitAssistedOrder({ tableSessionId: table.activeSession.id, assistedOrderContextToken: token, orderMode: mode, items: selected.map((item) => ({ productId: item.product.id, quantity: item.quantity, ...(itemNotes[item.product.id]?.trim() ? { note: itemNotes[item.product.id]!.trim() } : {}), })), ...(note.trim().length > 0 ? { fulfillmentNote: note.trim() } : {}), ...(mode === 'gift' ? { giftReason: giftReason.trim() } : {}), settlementMode: mode === 'gift' ? 'table_tab' : settlementMode, })","setPhase('submitting')
setError(null)
setError(reason instanceof Error ? reason.message : '订单没有提交成功，请重试')
setPhase('ready')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","200","submitPaidOrder","api.issueAssistedOrderContext({ tableSessionId: table.activeSession.id })
api.submitAssistedOrder({ tableSessionId: table.activeSession.id, assistedOrderContextToken: token, orderMode: 'paid', ...(replacementCaseId?{replacementCaseId,...(replacementPreviousOrderId?{replacementPreviousOrderId}:{})}:{}), items, ...(options.fulfillmentNote.trim().length > 0 ? { fulfillmentNote: options.fulfillmentNote.trim() } : {}), settlementMode, })","setError('当前岗位没有可用的线上或现场收款权限，请先挂桌账或联系收银负责人。')
setPhase('submitting')
setError(null)
setPaymentOrder(result)
setPhase('ready')
setError(reason instanceof Error ? reason.message : '订单没有提交成功，请重试')
setPhase('ready')","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","234","createPayment","api.createOnlinePayment({ orderId: paymentOrder.paymentNextStep.orderId, provider: access.onlinePaymentProvider, method, ...(customerAuthCode === undefined ? {} : { customerAuthCode }), })","setError(paymentInitiationMessage(access))
setError('本店当前没有启用线上收款，请改为挂桌账或联系收银员。')
setPaymentBusy(true)
setError(null)
setPaymentAction(action)
setManualPaymentRecorded(false)
setPaymentStatus(action.status === 'failed' ? 'failed' : 'pending')
setPaymentWaitingLong(false)
setShowPaymentScanner(false)
setError(reason instanceof Error ? reason.message : '付款没有发起成功，请到收银页面核对')
setPaymentBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","275","queryPayment","api.queryOnlinePayment(paymentAction.paymentId)","setPaymentQueryBusy(true)
setError(null)
setPaymentStatus('succeeded')
setPaymentStatus(status)
setError('支付机构已确认本次未成功，可以重新发起收款。')
setError(reason instanceof Error ? reason.message : '暂时无法核对到账，请到收银页面查看')
setPaymentQueryBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","302","releasePayment","api.releaseUnresolvedPaymentForRetry(paymentAction.paymentId, '员工保留原支付待核对，继续收款')","setPaymentBusy(true)
setError(null)
setPaymentAction(null)
setPaymentStatus('pending')
setError(reason instanceof Error ? reason.message : '暂未释放，请重试；其他桌台不受影响')
setPaymentBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","320","recordManualPayment","api.recordManualPayment({ orderId: paymentOrder.paymentNextStep.orderId, ...input })","setPaymentBusy(true)
setError(null)
setManualPaymentRecorded(true)
setPaymentStatus('succeeded')
setError(reason instanceof Error ? reason.message : '现场收款没有登记成功，请到收银页面核对')
setPaymentBusy(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","603","resetConfirmation","","setConfirmed(false)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/staff-actions/AssistedOrderSheet.tsx","604","submit","","setConfirmed(true)
setProvider(null)","","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
